"","age","income","gender","race","price","ydum"
"10136","(60,90]","(1e+03,2e+03]","Female","Black",40,0
"10137","(0,25]","(2e+03,4e+03]","Male","Black",40,0
"10138","(30,40]","(2e+03,4e+03]","Female","White",40,0
"10139","(60,90]","(1e+03,2e+03]","Female","White",40,1
"10140","(30,40]","(0,1e+03]","Male","White",40,0
"10141","(0,25]","(1e+04,3e+04]","Female","Black",40,0
"10142","(30,40]","(1e+04,3e+04]","Female","White",40,1
"10143","(40,50]","(1e+04,3e+04]","Male","Black",40,0
"10144","(30,40]","(1e+04,3e+04]","Female","White",40,1
"10145","(60,90]","(0,1e+03]","Female","Black",40,0
"10146","(30,40]","(2e+03,4e+03]","Female","Black",40,0
"10147","(25,30]","(1e+03,2e+03]","Female","Hispanic",40,1
"10148","(0,25]","(0,1e+03]","Male","Black",40,0
"10149","(0,25]","(6e+03,1e+04]","Male","Black",40,0
"10150","(60,90]","(1e+04,3e+04]","Male","Black",40,0
"10151","(40,50]","(0,1e+03]","Male","Hispanic",40,0
"10152","(30,40]","(1e+04,3e+04]","Female","Hispanic",40,0
"10153","(40,50]","(0,1e+03]","Male","Hispanic",40,0
"10154","(0,25]","(4e+03,6e+03]","Female","White",40,0
"10155","(60,90]","(4e+03,6e+03]","Male","White",40,0
"10156","(30,40]","(4e+03,6e+03]","Female","White",40,0
"10157","(50,60]","(0,1e+03]","Female","White",40,1
"10158","(0,25]","(0,1e+03]","Female","Hispanic",40,0
"10159","(40,50]","(1e+03,2e+03]","Female","Hispanic",40,0
"10160","(30,40]","(0,1e+03]","Female","Hispanic",40,0
"10161","(60,90]","(1e+03,2e+03]","Male","Black",40,0
"10162","(50,60]","(2e+03,4e+03]","Female","White",40,1
"10163","(60,90]","(0,1e+03]","Female","White",40,0
"10164","(30,40]","(1e+04,3e+04]","Female","Hispanic",40,0
"10165","(40,50]","(0,1e+03]","Female","Black",40,0
"10166","(40,50]","(2e+03,4e+03]","Female","Hispanic",40,0
"10167","(60,90]","(1e+03,2e+03]","Female","White",40,1
"10168","(0,25]","(0,1e+03]","Female","White",40,0
"10169","(0,25]","(0,1e+03]","Male","White",40,0
"10170","(30,40]","(1e+04,3e+04]","Female","White",40,1
"10171","(0,25]","(6e+03,1e+04]","Female","White",40,0
"10172","(60,90]","(0,1e+03]","Female","Hispanic",40,0
"10173","(50,60]","(1e+04,3e+04]","Female","Black",40,0
"10174","(30,40]","(4e+03,6e+03]","Male","Hispanic",40,0
"10175","(50,60]","(1e+03,2e+03]","Female","White",40,1
"10176","(40,50]","(6e+03,1e+04]","Male","White",40,0
"10177","(0,25]","(2e+03,4e+03]","Female","White",40,0
"10178","(60,90]","(0,1e+03]","Male","White",40,0
"10179","(60,90]","(1e+03,2e+03]","Male","White",40,1
"10180","(30,40]","(2e+03,4e+03]","Male","White",40,0
"10181","(50,60]","(4e+03,6e+03]","Male","White",40,0
"10182","(60,90]","(0,1e+03]","Female","Hispanic",40,0
"10183","(60,90]","(2e+03,4e+03]","Female","Hispanic",40,0
"10184","(60,90]","(1e+03,2e+03]","Female","Hispanic",40,0
"10185","(60,90]","(2e+03,4e+03]","Female","Black",40,0
"10186","(30,40]","(1e+04,3e+04]","Female","Hispanic",40,0
"10187","(0,25]","(1e+04,3e+04]","Female","Black",40,0
"10188","(60,90]","(6e+03,1e+04]","Male","White",40,0
"10189","(0,25]","(0,1e+03]","Female","White",40,0
"10190","(25,30]","(0,1e+03]","Female","White",40,1
"10191","(30,40]","(1e+04,3e+04]","Female","Hispanic",40,0
"10192","(60,90]","(1e+04,3e+04]","Male","Hispanic",40,0
"10193","(0,25]","(2e+03,4e+03]","Female","White",40,0
"10194","(50,60]","(6e+03,1e+04]","Female","White",40,1
"10195","(60,90]","(2e+03,4e+03]","Male","White",40,0
"10196","(25,30]","(0,1e+03]","Female","White",40,1
"10197","(50,60]","(0,1e+03]","Female","Hispanic",40,0
"10198","(60,90]","(1e+03,2e+03]","Female","White",40,1
"10199","(50,60]","(1e+03,2e+03]","Male","Black",40,1
"10200","(60,90]","(1e+04,3e+04]","Female","Hispanic",40,0
"10201","(40,50]","(2e+03,4e+03]","Male","White",40,0
"10202","(40,50]","(0,1e+03]","Male","Black",40,0
"10203","(60,90]","(0,1e+03]","Male","Hispanic",40,0
"10204","(60,90]","(0,1e+03]","Male","Hispanic",40,0
"10205","(30,40]","(0,1e+03]","Female","Black",40,0
"10206","(0,25]","(6e+03,1e+04]","Female","Black",40,0
"10207","(60,90]","(4e+03,6e+03]","Female","White",40,0
"10208","(50,60]","(4e+03,6e+03]","Male","Black",40,0
"10209","(40,50]","(1e+03,2e+03]","Male","Hispanic",40,0
"10210","(40,50]","(0,1e+03]","Male","Hispanic",40,0
"10211","(30,40]","(0,1e+03]","Female","Black",40,0
"10212","(50,60]","(4e+03,6e+03]","Female","White",40,0
"10213","(50,60]","(0,1e+03]","Male","White",40,1
"10214","(50,60]","(0,1e+03]","Female","White",40,1
"10215","(50,60]","(2e+03,4e+03]","Male","White",40,1
"10216","(50,60]","(0,1e+03]","Male","White",40,1
"10217","(40,50]","(0,1e+03]","Male","Hispanic",40,0
"10218","(25,30]","(0,1e+03]","Female","Black",40,0
"10219","(30,40]","(6e+03,1e+04]","Female","Black",40,0
"10220","(40,50]","(6e+03,1e+04]","Male","Hispanic",40,0
"10221","(40,50]","(0,1e+03]","Female","White",40,0
"10222","(60,90]","(2e+03,4e+03]","Male","Black",40,0
"10223","(60,90]","(0,1e+03]","Male","Hispanic",40,0
"10224","(50,60]","(2e+03,4e+03]","Female","White",40,1
"10225","(50,60]","(0,1e+03]","Male","Hispanic",40,0
"10226","(50,60]","(1e+04,3e+04]","Female","Hispanic",40,0
"10227","(30,40]","(0,1e+03]","Male","Black",40,0
"10228","(25,30]","(0,1e+03]","Male","Black",40,0
"10229","(30,40]","(0,1e+03]","Male","Black",40,0
"10230","(30,40]","(0,1e+03]","Male","White",40,0
"10231","(50,60]","(2e+03,4e+03]","Female","White",40,1
"10232","(0,25]","(0,1e+03]","Male","Black",40,0
"10233","(50,60]","(1e+03,2e+03]","Male","Black",40,1
"10234","(60,90]","(1e+03,2e+03]","Female","Black",40,0
"10235","(0,25]","(1e+03,2e+03]","Female","Black",40,0
"10236","(0,25]","(1e+04,3e+04]","Female","Hispanic",40,0
"10237","(30,40]","(0,1e+03]","Male","Black",40,0
"10238","(25,30]","(1e+04,3e+04]","Male","Hispanic",40,0
"10239","(40,50]","(0,1e+03]","Female","Black",40,0
"10240","(40,50]","(0,1e+03]","Male","Black",40,0
"10241","(30,40]","(1e+03,2e+03]","Male","Black",40,0
"10242","(25,30]","(4e+03,6e+03]","Female","Hispanic",40,0
"10243","(40,50]","(0,1e+03]","Female","White",40,0
"10244","(60,90]","(0,1e+03]","Female","White",40,0
"10245","(40,50]","(0,1e+03]","Female","Hispanic",40,0
"10246","(40,50]","(0,1e+03]","Male","White",40,0
"10247","(60,90]","(1e+04,3e+04]","Female","White",40,1
"10248","(25,30]","(6e+03,1e+04]","Female","White",40,1
"10249","(60,90]","(2e+03,4e+03]","Female","Hispanic",40,0
"10250","(40,50]","(1e+04,3e+04]","Female","Hispanic",40,0
"10251","(60,90]","(0,1e+03]","Female","Hispanic",40,0
"10252","(60,90]","(0,1e+03]","Male","Black",40,0
"10253","(60,90]","(0,1e+03]","Female","White",40,0
"10254","(60,90]","(0,1e+03]","Female","White",40,0
"10255","(0,25]","(1e+03,2e+03]","Female","Hispanic",40,0
"10256","(25,30]","(4e+03,6e+03]","Male","White",40,0
"10257","(30,40]","(0,1e+03]","Male","Hispanic",40,0
"10258","(60,90]","(2e+03,4e+03]","Female","Hispanic",40,0
"10259","(0,25]","(0,1e+03]","Female","White",40,0
"10260","(40,50]","(6e+03,1e+04]","Male","Black",40,0
"10261","(60,90]","(1e+03,2e+03]","Female","White",40,1
"10262","(50,60]","(0,1e+03]","Female","White",40,1
"10263","(0,25]","(6e+03,1e+04]","Male","Black",40,0
"10264","(50,60]","(1e+04,3e+04]","Female","White",40,1
"10265","(30,40]","(2e+03,4e+03]","Male","White",40,0
"10266","(30,40]","(2e+03,4e+03]","Male","White",40,0
"10267","(60,90]","(1e+03,2e+03]","Male","Hispanic",40,0
"10268","(0,25]","(0,1e+03]","Female","Hispanic",40,0
"10269","(60,90]","(2e+03,4e+03]","Female","White",40,1
"10270","(0,25]","(1e+03,2e+03]","Female","Hispanic",40,0
"10271","(0,25]","(6e+03,1e+04]","Male","Hispanic",40,0
"10272","(0,25]","(2e+03,4e+03]","Female","Hispanic",40,0
"10273","(40,50]","(1e+03,2e+03]","Female","Hispanic",40,0
"10274","(60,90]","(6e+03,1e+04]","Male","Hispanic",40,0
"10275","(30,40]","(4e+03,6e+03]","Female","Hispanic",40,0
"10276","(0,25]","(0,1e+03]","Male","Hispanic",40,0
"10277","(0,25]","(0,1e+03]","Male","Black",40,0
"10278","(60,90]","(6e+03,1e+04]","Male","White",40,0
"10279","(40,50]","(1e+03,2e+03]","Female","Black",40,0
"10280","(40,50]","(1e+03,2e+03]","Male","Black",40,0
"10281","(50,60]","(0,1e+03]","Female","Black",40,0
"10282","(0,25]","(2e+03,4e+03]","Male","Hispanic",40,0
"10283","(40,50]","(2e+03,4e+03]","Female","Hispanic",40,0
"10284","(60,90]","(0,1e+03]","Male","White",40,0
"10285","(60,90]","(2e+03,4e+03]","Male","Black",40,0
"10286","(0,25]","(0,1e+03]","Male","White",40,0
"10287","(30,40]","(1e+03,2e+03]","Male","Hispanic",40,0
"10288","(50,60]","(1e+03,2e+03]","Female","Black",40,1
"10289","(30,40]","(0,1e+03]","Female","Black",40,0
"10290","(0,25]","(0,1e+03]","Male","White",40,0
"10291","(60,90]","(0,1e+03]","Female","White",40,0
"10292","(30,40]","(1e+03,2e+03]","Male","White",40,1
"10293","(30,40]","(2e+03,4e+03]","Male","White",40,0
"10294","(50,60]","(1e+03,2e+03]","Male","White",40,1
"10295","(60,90]","(1e+04,3e+04]","Male","Hispanic",40,0
"10296","(60,90]","(0,1e+03]","Female","White",40,0
"10297","(60,90]","(0,1e+03]","Female","White",40,0
"10298","(50,60]","(2e+03,4e+03]","Male","White",40,1
"10299","(50,60]","(0,1e+03]","Female","Black",40,0
"10300","(60,90]","(1e+04,3e+04]","Female","Black",40,0
"10301","(60,90]","(2e+03,4e+03]","Female","White",40,1
"10302","(25,30]","(1e+03,2e+03]","Male","Black",40,1
"10303","(30,40]","(0,1e+03]","Female","White",40,0
"10304","(40,50]","(0,1e+03]","Female","White",40,0
"10305","(50,60]","(2e+03,4e+03]","Female","White",40,1
"10306","(60,90]","(0,1e+03]","Female","Hispanic",40,0
"10307","(60,90]","(1e+03,2e+03]","Female","Hispanic",40,0
"10308","(60,90]","(6e+03,1e+04]","Female","Hispanic",40,0
"10309","(0,25]","(0,1e+03]","Male","Black",40,0
"10310","(0,25]","(0,1e+03]","Female","Black",40,0
"10311","(50,60]","(6e+03,1e+04]","Male","Black",40,0
"10312","(40,50]","(0,1e+03]","Male","Hispanic",40,0
"10313","(60,90]","(6e+03,1e+04]","Female","White",40,1
"10314","(60,90]","(0,1e+03]","Female","Hispanic",40,0
"10315","(60,90]","(1e+04,3e+04]","Male","White",40,1
"10316","(40,50]","(6e+03,1e+04]","Female","White",40,0
"10317","(60,90]","(1e+04,3e+04]","Male","White",40,1
"10318","(50,60]","(0,1e+03]","Male","White",40,1
"10319","(60,90]","(0,1e+03]","Female","White",40,0
"10320","(50,60]","(1e+04,3e+04]","Female","White",40,1
"10321","(30,40]","(0,1e+03]","Female","Hispanic",40,0
"10322","(0,25]","(1e+04,3e+04]","Female","Black",40,0
"10323","(30,40]","(2e+03,4e+03]","Female","Black",40,0
"10324","(60,90]","(2e+03,4e+03]","Female","Hispanic",40,0
"10325","(60,90]","(4e+03,6e+03]","Female","Black",40,0
"10326","(50,60]","(1e+03,2e+03]","Female","Black",40,1
"10327","(60,90]","(0,1e+03]","Female","White",40,0
"10328","(0,25]","(1e+03,2e+03]","Female","Hispanic",40,0
"10329","(50,60]","(0,1e+03]","Male","Black",40,0
"10330","(0,25]","(4e+03,6e+03]","Female","Hispanic",40,0
"10331","(40,50]","(0,1e+03]","Female","White",40,0
"10332","(40,50]","(1e+04,3e+04]","Female","Black",40,0
"10333","(60,90]","(1e+04,3e+04]","Female","Black",40,0
"10334","(60,90]","(1e+03,2e+03]","Female","Hispanic",40,0
"10335","(60,90]","(0,1e+03]","Female","Hispanic",40,0
"10336","(30,40]","(1e+04,3e+04]","Female","Black",40,0
"10337","(0,25]","(1e+03,2e+03]","Female","Hispanic",40,0
"10338","(60,90]","(6e+03,1e+04]","Female","White",40,1
"10339","(60,90]","(1e+03,2e+03]","Female","Hispanic",40,0
"10340","(60,90]","(1e+03,2e+03]","Male","Black",40,0
"10341","(0,25]","(0,1e+03]","Female","Hispanic",40,0
"10342","(60,90]","(0,1e+03]","Female","White",40,0
"10343","(60,90]","(2e+03,4e+03]","Female","White",40,1
"10344","(0,25]","(0,1e+03]","Female","White",40,0
"10345","(60,90]","(0,1e+03]","Female","White",40,0
"10346","(50,60]","(0,1e+03]","Male","Black",40,0
"10347","(40,50]","(6e+03,1e+04]","Female","Black",40,0
"10348","(30,40]","(4e+03,6e+03]","Male","Black",40,0
"10349","(40,50]","(0,1e+03]","Female","Black",40,0
"10350","(0,25]","(4e+03,6e+03]","Female","Black",40,0
"10351","(60,90]","(0,1e+03]","Male","Black",40,0
"10352","(40,50]","(2e+03,4e+03]","Female","Black",40,0
"10353","(60,90]","(0,1e+03]","Female","White",40,0
"10354","(60,90]","(2e+03,4e+03]","Female","White",40,1
"10355","(60,90]","(2e+03,4e+03]","Female","Hispanic",40,0
"10356","(60,90]","(1e+03,2e+03]","Female","Hispanic",40,0
"10357","(60,90]","(0,1e+03]","Male","Hispanic",40,0
"10358","(0,25]","(0,1e+03]","Female","Hispanic",40,0
"10359","(40,50]","(0,1e+03]","Female","Black",40,0
"10360","(40,50]","(0,1e+03]","Male","Hispanic",40,0
"10361","(60,90]","(2e+03,4e+03]","Female","Black",40,0
"10362","(60,90]","(0,1e+03]","Female","Hispanic",40,0
"10363","(50,60]","(0,1e+03]","Female","Black",40,0
"10364","(60,90]","(1e+03,2e+03]","Female","Hispanic",40,0
"10365","(30,40]","(1e+03,2e+03]","Male","White",40,1
"10366","(30,40]","(2e+03,4e+03]","Male","White",40,0
"10367","(50,60]","(4e+03,6e+03]","Female","White",40,0
"10368","(60,90]","(1e+04,3e+04]","Female","White",40,1
"10369","(30,40]","(1e+04,3e+04]","Female","Black",40,0
"10370","(60,90]","(1e+04,3e+04]","Female","White",40,1
"10371","(40,50]","(4e+03,6e+03]","Female","Hispanic",40,0
"10372","(60,90]","(4e+03,6e+03]","Female","Hispanic",40,0
"10373","(60,90]","(1e+04,3e+04]","Female","White",40,1
"10374","(40,50]","(0,1e+03]","Female","Black",40,0
"10375","(50,60]","(4e+03,6e+03]","Female","Black",40,0
"10376","(30,40]","(0,1e+03]","Female","Hispanic",40,0
"10377","(60,90]","(1e+03,2e+03]","Female","Hispanic",40,0
"10378","(40,50]","(6e+03,1e+04]","Female","White",40,0
"10379","(30,40]","(0,1e+03]","Male","Hispanic",40,0
"10380","(30,40]","(0,1e+03]","Female","Black",40,0
"10381","(60,90]","(0,1e+03]","Female","White",40,0
"10382","(60,90]","(6e+03,1e+04]","Male","Hispanic",40,0
"10383","(50,60]","(0,1e+03]","Female","White",40,1
"10384","(30,40]","(2e+03,4e+03]","Female","Hispanic",40,0
"10385","(50,60]","(6e+03,1e+04]","Male","Black",40,0
"10386","(0,25]","(0,1e+03]","Female","Hispanic",40,0
"10387","(40,50]","(0,1e+03]","Male","Hispanic",40,0
"10388","(50,60]","(0,1e+03]","Male","Black",40,0
"10389","(40,50]","(4e+03,6e+03]","Female","Black",40,0
"10390","(50,60]","(2e+03,4e+03]","Male","Hispanic",40,0
"10391","(40,50]","(0,1e+03]","Male","Black",40,0
"10392","(60,90]","(0,1e+03]","Male","Black",40,0
"10393","(0,25]","(1e+03,2e+03]","Female","White",40,1
"10394","(50,60]","(2e+03,4e+03]","Male","White",40,1
"10395","(0,25]","(2e+03,4e+03]","Female","White",40,0
"10396","(0,25]","(0,1e+03]","Female","Hispanic",40,0
"10397","(60,90]","(0,1e+03]","Female","Black",40,0
"10398","(25,30]","(1e+04,3e+04]","Male","Black",40,1
"10399","(50,60]","(2e+03,4e+03]","Female","Black",40,0
"10400","(0,25]","(2e+03,4e+03]","Female","Black",40,0
"10401","(60,90]","(0,1e+03]","Female","Hispanic",40,0
"10402","(60,90]","(1e+03,2e+03]","Female","Black",40,0
"10403","(50,60]","(2e+03,4e+03]","Female","Hispanic",40,0
"10404","(0,25]","(0,1e+03]","Male","Black",40,0
"10405","(60,90]","(1e+03,2e+03]","Female","Black",40,0
"10406","(0,25]","(0,1e+03]","Female","Hispanic",40,0
"10407","(40,50]","(1e+03,2e+03]","Female","White",40,1
"10408","(30,40]","(1e+04,3e+04]","Male","Hispanic",40,0
"10409","(0,25]","(0,1e+03]","Female","Hispanic",40,0
"10410","(50,60]","(1e+03,2e+03]","Female","Black",40,1
"10411","(30,40]","(0,1e+03]","Female","Black",40,0
"10412","(25,30]","(2e+03,4e+03]","Female","Black",40,0
"10413","(0,25]","(0,1e+03]","Male","White",40,0
"10414","(50,60]","(2e+03,4e+03]","Female","Black",40,0
"10415","(25,30]","(0,1e+03]","Female","Black",40,0
"10416","(0,25]","(0,1e+03]","Female","Hispanic",40,0
"10417","(25,30]","(0,1e+03]","Female","Black",40,0
"10418","(60,90]","(1e+03,2e+03]","Male","Black",40,0
"10419","(50,60]","(1e+03,2e+03]","Female","Hispanic",40,1
"10420","(40,50]","(1e+04,3e+04]","Male","Black",40,0
"10421","(0,25]","(2e+03,4e+03]","Male","White",40,0
"10422","(0,25]","(0,1e+03]","Female","Hispanic",40,0
"10423","(60,90]","(1e+04,3e+04]","Male","White",40,1
"10424","(0,25]","(0,1e+03]","Male","Black",40,0
"10425","(60,90]","(4e+03,6e+03]","Male","Hispanic",40,0
"10426","(60,90]","(1e+04,3e+04]","Female","White",40,1
"10427","(25,30]","(1e+04,3e+04]","Male","White",40,1
"10428","(40,50]","(0,1e+03]","Male","Black",40,0
"10429","(0,25]","(0,1e+03]","Male","Black",40,0
"10430","(0,25]","(2e+03,4e+03]","Male","White",40,0
"10431","(40,50]","(0,1e+03]","Male","Hispanic",40,0
"10432","(50,60]","(1e+04,3e+04]","Female","Hispanic",40,0
"10433","(60,90]","(1e+04,3e+04]","Female","Black",40,0
"10434","(30,40]","(4e+03,6e+03]","Female","Hispanic",40,0
"10435","(0,25]","(1e+03,2e+03]","Female","Black",40,0
"10436","(60,90]","(6e+03,1e+04]","Female","White",40,1
"10437","(0,25]","(0,1e+03]","Female","White",40,0
"10438","(30,40]","(0,1e+03]","Female","White",40,0
"10439","(40,50]","(0,1e+03]","Female","Black",40,0
"10440","(40,50]","(6e+03,1e+04]","Male","Hispanic",40,0
"10441","(60,90]","(1e+04,3e+04]","Female","Black",40,0
"10442","(30,40]","(6e+03,1e+04]","Female","Black",40,0
"10443","(50,60]","(0,1e+03]","Male","Hispanic",40,0
"10444","(60,90]","(0,1e+03]","Female","White",40,0
"10445","(60,90]","(2e+03,4e+03]","Female","Black",40,0
"10446","(60,90]","(6e+03,1e+04]","Female","White",40,1
"10447","(0,25]","(1e+03,2e+03]","Female","Hispanic",40,0
"10448","(30,40]","(0,1e+03]","Male","White",40,0
"10449","(0,25]","(0,1e+03]","Female","Hispanic",40,0
"10450","(60,90]","(0,1e+03]","Female","Hispanic",40,0
"10451","(0,25]","(0,1e+03]","Female","Hispanic",40,0
"10452","(60,90]","(2e+03,4e+03]","Female","White",40,1
"10453","(60,90]","(2e+03,4e+03]","Male","Black",40,0
"10454","(25,30]","(1e+03,2e+03]","Male","White",40,1
"10455","(60,90]","(2e+03,4e+03]","Female","White",40,1
"10456","(60,90]","(4e+03,6e+03]","Female","Black",40,0
"10457","(40,50]","(1e+04,3e+04]","Female","White",40,1
"10458","(0,25]","(1e+04,3e+04]","Female","Black",40,0
"10459","(0,25]","(1e+03,2e+03]","Male","Hispanic",40,0
"10460","(60,90]","(2e+03,4e+03]","Female","White",40,1
"10461","(30,40]","(0,1e+03]","Female","White",40,0
"10462","(0,25]","(0,1e+03]","Female","White",40,0
"10463","(0,25]","(2e+03,4e+03]","Female","Black",40,0
"10464","(40,50]","(6e+03,1e+04]","Male","White",40,0
"10465","(0,25]","(6e+03,1e+04]","Female","Black",40,0
"10466","(60,90]","(2e+03,4e+03]","Female","Black",40,0
"10467","(40,50]","(1e+04,3e+04]","Female","Black",40,0
"10468","(50,60]","(1e+04,3e+04]","Female","White",40,1
"10469","(60,90]","(0,1e+03]","Female","Black",40,0
"10470","(30,40]","(0,1e+03]","Male","Black",40,0
"10471","(40,50]","(0,1e+03]","Female","Hispanic",40,0
"10472","(0,25]","(2e+03,4e+03]","Female","Black",40,0
"10473","(60,90]","(6e+03,1e+04]","Male","White",40,0
"10474","(50,60]","(4e+03,6e+03]","Female","Black",40,0
"10475","(50,60]","(1e+04,3e+04]","Female","Black",40,0
"10476","(40,50]","(4e+03,6e+03]","Female","White",40,0
"10477","(50,60]","(0,1e+03]","Male","Black",40,0
"10478","(0,25]","(0,1e+03]","Female","Black",40,0
"10479","(50,60]","(6e+03,1e+04]","Female","Black",40,0
"10480","(30,40]","(0,1e+03]","Female","Hispanic",40,0
"10481","(40,50]","(0,1e+03]","Male","Black",40,0
"10482","(0,25]","(1e+04,3e+04]","Male","White",40,0
"10483","(60,90]","(0,1e+03]","Female","Hispanic",40,0
"10484","(60,90]","(0,1e+03]","Female","White",40,0
"10485","(60,90]","(4e+03,6e+03]","Male","Hispanic",40,0
"10486","(0,25]","(2e+03,4e+03]","Male","White",40,0
"10487","(30,40]","(2e+03,4e+03]","Male","Black",40,0
"10488","(30,40]","(4e+03,6e+03]","Male","Black",40,0
"10489","(25,30]","(2e+03,4e+03]","Female","Hispanic",40,0
"10490","(30,40]","(6e+03,1e+04]","Female","Hispanic",40,0
"10491","(60,90]","(0,1e+03]","Male","White",40,0
"10492","(50,60]","(1e+04,3e+04]","Female","Black",40,0
"10493","(60,90]","(1e+04,3e+04]","Male","Hispanic",40,0
"10494","(0,25]","(0,1e+03]","Male","White",40,0
"10495","(60,90]","(6e+03,1e+04]","Male","Hispanic",40,0
"10496","(60,90]","(0,1e+03]","Female","Black",40,0
"10497","(0,25]","(0,1e+03]","Female","Black",40,0
"10498","(60,90]","(0,1e+03]","Female","White",40,0
"10499","(60,90]","(6e+03,1e+04]","Male","Black",40,0
"10500","(50,60]","(0,1e+03]","Male","Black",40,0
"10501","(25,30]","(0,1e+03]","Male","Hispanic",40,0
"10502","(0,25]","(4e+03,6e+03]","Male","White",40,0
"10503","(0,25]","(1e+03,2e+03]","Male","Black",40,0
"10504","(0,25]","(0,1e+03]","Female","Black",40,0
"10505","(30,40]","(1e+04,3e+04]","Male","White",40,1
"10506","(40,50]","(6e+03,1e+04]","Female","Black",40,0
"10507","(30,40]","(1e+03,2e+03]","Female","Black",40,0
"10508","(60,90]","(0,1e+03]","Female","White",40,0
"10509","(30,40]","(6e+03,1e+04]","Male","Black",40,0
"10510","(25,30]","(4e+03,6e+03]","Male","White",40,0
"10511","(50,60]","(1e+03,2e+03]","Female","Black",40,1
"10512","(25,30]","(0,1e+03]","Male","White",40,1
"10513","(40,50]","(0,1e+03]","Female","Hispanic",40,0
"10514","(40,50]","(0,1e+03]","Male","White",40,0
"10515","(60,90]","(0,1e+03]","Female","Black",40,0
"10516","(30,40]","(2e+03,4e+03]","Male","Black",40,0
"10517","(30,40]","(2e+03,4e+03]","Female","Black",40,0
"10518","(50,60]","(0,1e+03]","Female","White",40,1
"10519","(60,90]","(1e+04,3e+04]","Male","White",40,1
"10520","(60,90]","(4e+03,6e+03]","Male","Black",40,0
"10521","(40,50]","(0,1e+03]","Female","Hispanic",40,0
"10522","(60,90]","(4e+03,6e+03]","Male","White",40,0
"10523","(30,40]","(2e+03,4e+03]","Female","White",40,0
"10524","(50,60]","(1e+03,2e+03]","Male","White",40,1
"10525","(30,40]","(0,1e+03]","Male","Black",40,0
"10526","(40,50]","(0,1e+03]","Female","White",40,0
"10527","(40,50]","(0,1e+03]","Female","Hispanic",40,0
"10528","(30,40]","(2e+03,4e+03]","Female","Hispanic",40,0
"10529","(50,60]","(0,1e+03]","Male","White",40,1
"10530","(60,90]","(0,1e+03]","Male","Hispanic",40,0
"10531","(60,90]","(1e+04,3e+04]","Female","White",40,1
"10532","(60,90]","(1e+04,3e+04]","Male","Hispanic",40,0
"10533","(60,90]","(6e+03,1e+04]","Female","Hispanic",40,0
"10534","(30,40]","(2e+03,4e+03]","Male","Hispanic",40,0
"10535","(0,25]","(4e+03,6e+03]","Female","White",40,0
"10536","(0,25]","(6e+03,1e+04]","Female","Hispanic",40,0
"10537","(50,60]","(1e+04,3e+04]","Female","Hispanic",40,0
"10538","(0,25]","(4e+03,6e+03]","Female","Hispanic",40,0
"10539","(40,50]","(0,1e+03]","Female","White",40,0
"10540","(30,40]","(1e+03,2e+03]","Male","White",40,1
"10541","(0,25]","(6e+03,1e+04]","Female","White",40,0
"10542","(25,30]","(1e+03,2e+03]","Female","Black",40,1
"10543","(60,90]","(2e+03,4e+03]","Male","White",40,0
"10544","(0,25]","(0,1e+03]","Male","Hispanic",40,0
"10545","(40,50]","(0,1e+03]","Female","Black",40,0
"10546","(40,50]","(0,1e+03]","Male","Black",40,0
"10547","(30,40]","(0,1e+03]","Female","Black",40,0
"10548","(50,60]","(0,1e+03]","Female","White",40,1
"10549","(0,25]","(1e+03,2e+03]","Female","Hispanic",40,0
"10550","(30,40]","(1e+04,3e+04]","Female","Hispanic",40,0
"10551","(0,25]","(2e+03,4e+03]","Female","Hispanic",40,0
"10552","(0,25]","(0,1e+03]","Male","Black",40,0
"10553","(60,90]","(0,1e+03]","Female","Black",40,0
"10554","(0,25]","(2e+03,4e+03]","Male","White",40,0
"10555","(30,40]","(0,1e+03]","Female","Black",40,0
"10556","(0,25]","(4e+03,6e+03]","Male","Black",40,0
"10557","(0,25]","(0,1e+03]","Male","Black",40,0
"10558","(50,60]","(0,1e+03]","Male","Black",40,0
"10559","(30,40]","(4e+03,6e+03]","Male","Hispanic",40,0
"10560","(0,25]","(0,1e+03]","Female","Hispanic",40,0
"10561","(30,40]","(1e+03,2e+03]","Male","Hispanic",40,0
"10562","(60,90]","(0,1e+03]","Male","White",40,0
"10563","(25,30]","(4e+03,6e+03]","Female","White",40,1
"10564","(50,60]","(2e+03,4e+03]","Female","White",40,1
"10565","(30,40]","(0,1e+03]","Male","Black",40,0
"10566","(50,60]","(1e+03,2e+03]","Female","White",40,1
"10567","(40,50]","(0,1e+03]","Male","White",40,0
"10568","(50,60]","(1e+03,2e+03]","Male","Hispanic",40,1
"10569","(60,90]","(1e+03,2e+03]","Female","White",40,1
"10570","(40,50]","(2e+03,4e+03]","Female","White",40,0
"10571","(30,40]","(0,1e+03]","Male","Black",40,0
"10572","(50,60]","(0,1e+03]","Female","Black",40,0
"10573","(30,40]","(0,1e+03]","Male","Hispanic",40,0
"10574","(50,60]","(0,1e+03]","Male","Hispanic",40,0
"10575","(0,25]","(6e+03,1e+04]","Female","Hispanic",40,0
"10576","(25,30]","(6e+03,1e+04]","Female","Black",40,0
"10577","(50,60]","(6e+03,1e+04]","Male","White",40,1
"10578","(60,90]","(0,1e+03]","Male","Hispanic",40,0
"10579","(60,90]","(0,1e+03]","Male","Black",40,0
"10580","(60,90]","(2e+03,4e+03]","Female","Black",40,0
"10581","(50,60]","(1e+03,2e+03]","Male","Black",40,1
