"","hhid","choice","PPk_Stk","PBB_Stk","PFl_Stk","PHse_Stk","PGen_Stk","PImp_Stk","PSS_Tub","PPk_Tub","PFl_Tub","PHse_Tub"
"2470",2128397,7,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2471",2128397,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2472",2128397,5,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
"2473",2128397,5,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2474",2128397,4,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2475",2128397,5,0.58,0.25,0.99,0.45,0.25,0.72,0.85,1.07,1.19,0.59
"2476",2128397,4,0.58,0.58,0.99,0.29,0.25,0.72,0.85,1.07,1.19,0.59
"2477",2128397,1,0.29,0.5,0.99,0.33,0.25,0.72,0.85,1.07,1.19,0.59
"2478",2128397,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
"2479",2128397,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
"2480",2128397,1,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"2481",2128397,4,0.39,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"2482",2128397,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"2483",2128397,4,0.58,0.58,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
"2484",2128397,1,0.58,0.19,0.99,0.45,0.33,0.69,0.79,1.07,1.19,0.56
"2485",2128421,1,0.62,0.61,1.04,0.29,0.36,0.74,0.85,1.09,1.19,0.59
"2486",2128421,4,0.62,0.61,0.99,0.57,0.36,0.76,0.85,1.09,1.19,0.59
"2487",2128421,4,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"2488",2128421,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2489",2128421,4,0.58,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2490",2128421,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2491",2128421,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2492",2128421,1,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
"2493",2128421,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2494",2128421,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2495",2128421,4,0.58,0.58,0.99,0.29,0.25,0.72,0.85,1.07,1.19,0.59
"2496",2128421,1,0.29,0.5,0.99,0.33,0.25,0.72,0.85,1.07,1.19,0.59
"2497",2128421,4,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
"2498",2128421,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
"2499",2128421,1,0.19,0.46,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
"2500",2128421,1,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
"2501",2128520,5,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
"2502",2128520,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
"2503",2128520,2,0.39,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
"2504",2128546,8,0.62,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
"2505",2128546,4,0.62,0.61,1.04,0.29,0.36,0.74,0.85,1.09,1.19,0.59
"2506",2128546,4,0.62,0.61,0.99,0.57,0.36,0.76,0.85,1.09,1.19,0.59
"2507",2128546,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"2508",2128546,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2509",2128546,8,0.62,0.61,0.99,0.45,0.33,0.75,0.65,1.09,1.19,0.59
"2510",2128546,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
"2511",2128546,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2512",2128546,1,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
"2513",2128546,4,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
"2514",2128546,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2515",2128546,4,0.58,0.25,0.99,0.25,0.25,0.72,0.85,1.07,1.19,0.59
"2516",2128546,2,0.58,0.25,0.99,0.45,0.25,0.72,0.85,1.07,1.19,0.59
"2517",2128546,1,0.29,0.5,0.99,0.33,0.25,0.72,0.85,1.07,1.19,0.59
"2518",2128546,9,0.58,0.25,0.99,0.29,0.33,0.69,0.8,1.07,1.19,0.56
"2519",2128546,2,0.58,0.25,0.99,0.29,0.33,0.69,0.8,1.07,1.19,0.56
"2520",2128546,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
"2521",2128546,1,0.29,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"2522",2128546,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"2523",2128629,7,0.46,0.59,1.08,0.57,0.34,0.93,0.75,1.09,1.19,0.33
"2524",2128629,7,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
"2525",2128629,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.58
"2526",2128629,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2527",2128744,5,0.67,0.67,1.08,0.57,0.39,0.83,0.85,0.98,1.17,0.59
"2528",2128744,7,0.67,0.67,1.08,0.57,0.39,0.83,0.71,0.98,1.17,0.59
"2529",2128744,7,0.63,0.59,0.99,0.57,0.39,0.79,0.85,0.98,1.17,0.59
"2530",2128744,7,0.63,0.59,1.08,0.57,0.45,0.93,0.7,0.98,1.17,0.59
"2531",2128744,1,0.58,0.61,0.99,0.57,0.45,1,0.85,0.99,1.21,0.66
"2532",2128744,1,0.66,0.59,0.99,0.57,0.33,0.93,0.85,1.08,1.19,0.59
"2533",2128744,5,0.66,0.59,0.99,0.57,0.33,0.93,0.85,1.09,1.19,0.59
"2534",2128744,1,0.19,0.59,0.99,0.57,0.35,0.93,0.85,1.09,1.19,0.59
"2535",2128744,1,0.29,0.67,1.09,0.57,0.35,0.93,0.85,1.09,1.19,0.33
"2536",2128744,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2537",2128801,5,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.59
"2538",2128801,5,0.66,0.59,1.11,0.57,0.33,0.96,0.85,1.09,1.19,0.59
"2539",2128801,5,0.66,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
"2540",2128801,1,0.19,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"2541",2128801,1,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"2542",2128801,4,0.62,0.61,1.09,0.29,0.36,0.75,0.85,1.09,1.19,0.58
"2543",2128801,4,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2544",2128801,5,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2545",2128801,4,0.58,0.58,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
"2546",2128801,1,0.58,0.25,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
"2547",2128801,2,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
"2548",2128850,2,0.62,0.5,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.59
"2549",2128850,2,0.62,0.61,0.99,0.49,0.34,0.75,0.85,1.09,1.19,0.59
"2550",2128850,7,0.58,0.58,0.99,0.29,0.34,0.72,0.85,1.07,1.2,0.59
"2551",2128926,2,0.62,0.29,1.09,0.57,0.36,0.94,0.85,1.09,1.19,0.59
"2552",2128926,8,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"2553",2128926,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.18,1.19,0.59
"2554",2128926,1,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2555",2128926,2,0.58,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2556",2128926,1,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2557",2128926,8,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2558",2128926,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2559",2128926,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2560",2128926,1,0.58,0.58,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
"2561",2128926,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2562",2128926,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
"2563",2128926,8,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
"2564",2128926,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
"2565",2128926,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"2566",2128926,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"2567",2128926,8,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
"2568",2129015,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"2569",2129015,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"2570",2129015,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2571",2129015,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2572",2129015,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2573",2129015,1,0.25,0.61,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2574",2129015,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
"2575",2129056,2,0.5,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"2576",2129056,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
"2577",2129155,1,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.5
"2578",2129155,1,0.62,0.76,1.09,0.57,0.33,0.89,0.85,1.09,1.18,0.59
"2579",2129155,1,0.62,0.61,1.04,0.28,0.36,0.74,0.65,1.09,1.19,0.59
"2580",2129155,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"2581",2129155,1,0.5,0.58,0.99,0.45,0.33,0.75,0.85,1.07,1.19,0.59
"2582",2129155,1,0.58,0.44,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
"2583",2129155,1,0.58,0.58,0.99,0.29,0.33,0.69,0.5,1.07,1.19,0.56
"2584",2129155,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
"2585",2129155,1,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"2586",2129239,1,0.29,0.5,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
"2587",2129239,4,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
"2588",2129239,5,0.58,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
"2589",2129346,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"2590",2129346,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2591",2129346,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2592",2129346,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2593",2129346,1,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
"2594",2129346,1,0.29,0.55,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"2595",2129346,2,0.58,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
"2596",2129379,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"2597",2129379,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2598",2129379,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2599",2129379,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2600",2129379,4,0.5,0.5,0.99,0.19,0.34,0.72,0.85,1.08,1.19,0.74
"2601",2129379,1,0.58,0.58,0.99,0.45,0.33,0.79,0.89,1.09,1.19,0.68
"2602",2129379,1,0.29,0.5,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"2603",2129379,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
"2604",2129551,1,0.63,0.67,0.99,0.57,0.36,0.87,0.85,1.09,1.15,0.59
"2605",2129551,1,0.62,0.61,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
"2606",2129551,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2607",2129551,1,0.58,0.58,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
"2608",2129551,4,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
"2609",2129551,2,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.1,1.19,0.56
"2610",2129551,1,0.29,0.45,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"2611",2129551,2,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"2612",2129569,5,0.63,0.66,0.99,0.57,0.36,0.89,0.85,1.09,1.19,0.59
"2613",2129569,5,0.63,0.66,0.99,0.57,0.36,0.89,0.85,1.09,1.19,0.59
"2614",2129569,1,0.63,0.67,1,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"2615",2129569,1,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"2616",2129569,1,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"2617",2129569,1,0.62,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"2618",2129569,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"2619",2129569,1,0.29,0.28,0.95,0.58,0.36,0.63,0.79,1.09,1.19,0.59
"2620",2129569,1,0.62,0.76,1.09,0.57,0.33,0.89,0.85,1.09,1.18,0.59
"2621",2129569,2,0.62,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
"2622",2129569,2,0.62,0.61,1.04,0.29,0.36,0.74,0.85,1.09,1.19,0.59
"2623",2129569,2,0.62,0.61,0.99,0.57,0.36,0.77,0.85,1.09,1.19,0.59
"2624",2129569,2,0.62,0.61,0.99,0.57,0.36,0.71,0.85,1.09,1.19,0.59
"2625",2129569,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"2626",2129569,2,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"2627",2129569,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"2628",2129569,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"2629",2129569,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"2630",2129569,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"2631",2129569,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2632",2129569,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2633",2129569,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2634",2129569,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
"2635",2129569,2,0.58,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2636",2129569,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2637",2129569,2,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2638",2129569,2,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2639",2129569,2,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2640",2129569,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2641",2129569,1,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
"2642",2129569,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2643",2129569,2,0.58,0.58,0.99,0.25,0.25,0.72,0.85,1.07,1.19,0.59
"2644",2129569,1,0.58,0.58,0.99,0.45,0.25,0.72,0.85,1.07,1.19,0.59
"2645",2129569,1,0.58,0.58,0.99,0.29,0.25,0.72,0.85,1.07,1.19,0.59
"2646",2129569,2,0.58,0.58,0.99,0.33,0.25,0.72,0.85,1.07,1.19,0.59
"2647",2129569,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
"2648",2129569,4,0.39,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"2649",2129569,2,0.58,0.5,0.99,0.45,0.33,0.69,0.79,1.07,1.19,0.56
"2650",2129767,1,0.5,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"2651",2129767,5,0.5,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
"2652",2129767,1,0.5,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
"2653",2129767,5,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"2654",2129767,4,0.62,0.5,1.13,0.57,0.36,0.93,0.85,1.16,1.19,0.59
"2655",2129767,4,0.62,0.5,1.09,0.57,0.36,0.69,0.79,1.09,1.19,0.59
"2656",2129767,5,0.62,0.53,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
"2657",2129767,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"2658",2129767,5,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"2659",2129767,5,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"2660",2129767,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.18,1.19,0.59
"2661",2129767,2,0.58,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2662",2129767,2,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2663",2129767,2,0.58,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2664",2129767,5,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2665",2129767,1,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2666",2129767,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
"2667",2129767,4,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2668",2129767,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
"2669",2129767,4,0.58,0.58,0.99,0.29,0.33,0.7,0.79,1.07,1.19,0.57
"2670",2129767,1,0.39,0.51,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"2671",2129767,4,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
"2672",2129833,1,0.29,0.59,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.47
"2673",2129833,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"2674",2129833,1,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
"2675",2129833,4,0.62,0.61,0.99,0.29,0.37,0.75,0.85,1.09,1.19,0.59
"2676",2129833,5,0.62,0.61,0.99,0.57,0.36,0.76,0.85,1.09,1.19,0.59
"2677",2129833,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"2678",2129833,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"2679",2129833,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2680",2129833,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
"2681",2129833,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2682",2129833,5,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2683",2129833,5,0.58,0.65,0.99,0.25,0.34,0.72,0.85,1.07,1.19,0.59
"2684",2129833,4,0.58,0.25,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
"2685",2129833,2,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2686",2129833,4,0.58,0.58,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
"2687",2129833,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
"2688",2129833,2,0.58,0.25,0.99,0.29,0.33,0.69,0.82,1.07,1.19,0.59
"2689",2129833,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.11,1.19,0.56
"2690",2129833,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"2691",2129833,2,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
"2692",2130088,3,0.62,0.61,1.09,0.57,0.34,0.83,0.85,1.09,1.19,0.59
"2693",2130088,3,0.62,0.61,0.99,0.49,0.33,0.75,0.5,1.09,1.19,0.59
"2694",2130088,3,0.58,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
"2695",2130088,3,0.58,0.25,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
"2696",2130112,9,0.58,0.58,0.99,0.25,0.25,0.72,0.85,1.07,1.19,0.59
"2697",2130229,4,0.63,0.59,1.13,0.57,0.45,0.94,0.85,0.99,1.14,0.65
"2698",2130229,4,0.58,0.59,1.1,0.57,0.45,0.93,0.85,0.98,1.18,0.56
"2699",2130229,5,0.66,0.59,0.99,0.57,0.33,0.93,0.85,1.09,1.19,0.59
"2700",2130229,1,0.19,0.59,0.99,0.57,0.35,0.93,0.85,1.09,1.19,0.59
"2701",2130229,1,0.19,0.59,0.99,0.57,0.35,0.93,0.85,1.09,1.19,0.59
"2702",2130229,4,0.62,0.5,0.99,0.28,0.36,0.75,0.85,1.1,1.19,0.59
"2703",2130229,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2704",2130229,1,0.46,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2705",2130229,4,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2706",2130229,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2707",2130229,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2708",2130229,4,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2709",2130229,4,0.58,0.65,0.99,0.25,0.34,0.72,0.85,1.07,1.19,0.59
"2710",2130229,4,0.29,0.5,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
"2711",2130229,4,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.55
"2712",2130229,1,0.39,0.58,1,0.29,0.33,0.69,0.79,1.09,1.2,0.56
"2713",2130229,1,0.19,0.46,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
"2714",2130302,5,0.63,0.67,0.99,0.57,0.49,0.78,0.98,1.16,1.17,0.5
"2715",2130302,3,0.62,0.61,0.99,0.45,0.33,0.75,0.65,1.18,1.19,0.59
"2716",2130302,2,0.39,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
"2717",2130419,7,0.63,0.59,0.99,0.57,0.36,0.88,0.85,1.09,1.19,0.59
"2718",2130419,7,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
"2719",2130419,7,0.62,0.61,0.99,0.49,0.33,0.75,0.5,1.09,1.19,0.59
"2720",2130419,7,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2721",2130419,7,0.58,0.58,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
"2722",2130674,8,0.5,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"2723",2130674,8,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.71
"2724",2130674,8,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"2725",2130674,8,0.5,0.39,0.99,0.45,0.33,0.75,0.85,1.07,1.19,0.59
"2726",2130674,8,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2727",2130674,8,0.58,0.44,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2728",2130674,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
"2729",2130674,1,0.58,0.58,0.99,0.29,0.33,0.7,0.85,1.07,1.19,0.57
"2730",2130674,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
"2731",2130674,1,0.29,0.51,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"2732",2130849,10,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"2733",2130849,10,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"2734",2130849,10,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"2735",2130849,7,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
"2736",2130849,7,0.58,0.25,0.99,0.29,0.34,0.72,0.5,1.07,1.19,0.59
"2737",2130849,7,0.58,0.58,0.99,0.29,0.33,0.69,0.5,1.07,1.19,0.56
"2738",2130849,7,0.29,0.5,0.99,0.29,0.33,0.69,0.56,1.09,1.19,0.56
"2739",2130849,7,0.39,0.5,0.99,0.29,0.34,0.69,0.56,1.07,1.19,0.56
"2740",2131136,2,0.58,0.58,0.99,0.29,0.33,0.7,0.5,1.07,1.19,0.57
"2741",2131201,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.18,1.19,0.59
"2742",2131201,4,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2743",2131201,4,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2744",2131201,1,0.25,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"2745",2131201,1,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"2746",2131201,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
"2747",2131201,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
